estimator,label,N,T,split,alpha,current_date,target_window_start,target_date,example,component,loss
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-07-14,2020-04-15,2021-09-13,358,flag_nested,0.013080684114558415
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-03,2020-05-05,2021-10-01,359,market_1,0.006697356281968103
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-03,2020-05-05,2021-10-01,359,block_2_3,0.01136912920701938
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-03,2020-05-05,2021-10-01,359,block_4_6,0.023680328364903264
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-03,2020-05-05,2021-10-01,359,top_3,0.006790160018095588
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-03,2020-05-05,2021-10-01,359,top_6,0.013312961796027109
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-03,2020-05-05,2021-10-01,359,flag_nested,0.008933492698696933
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-23,2020-05-26,2021-10-21,360,market_1,0.003201642948578831
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-23,2020-05-26,2021-10-21,360,block_2_3,0.009669243411755901
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-23,2020-05-26,2021-10-21,360,block_4_6,0.030147234456861998
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-23,2020-05-26,2021-10-21,360,top_3,0.00715495473754831
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-23,2020-05-26,2021-10-21,360,top_6,0.016627622493509502
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-08-23,2020-05-26,2021-10-21,360,flag_nested,0.00899474005987888
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-09-13,2020-06-15,2021-11-10,361,market_1,0.0038324541170706716
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-09-13,2020-06-15,2021-11-10,361,block_2_3,0.008246796205437112
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-09-13,2020-06-15,2021-11-10,361,block_4_6,0.05683439124626544
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-09-13,2020-06-15,2021-11-10,361,top_3,0.005981455743009345
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-09-13,2020-06-15,2021-11-10,361,top_6,0.029919628647153917
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-09-13,2020-06-15,2021-11-10,361,flag_nested,0.013244512835744645
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-01,2020-07-06,2021-12-01,362,market_1,0.0027694954835186802
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-01,2020-07-06,2021-12-01,362,block_2_3,0.008718515363094315
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-01,2020-07-06,2021-12-01,362,block_4_6,0.052699975512338515
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-01,2020-07-06,2021-12-01,362,top_3,0.00612049019011307
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-01,2020-07-06,2021-12-01,362,top_6,0.028408928747777267
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-01,2020-07-06,2021-12-01,362,flag_nested,0.012432971473803007
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-21,2020-07-24,2021-12-21,363,market_1,0.00261084538887979
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-21,2020-07-24,2021-12-21,363,block_2_3,0.011114840215155408
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-21,2020-07-24,2021-12-21,363,block_4_6,0.05082565734066898
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-21,2020-07-24,2021-12-21,363,top_3,0.007964557482086576
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-21,2020-07-24,2021-12-21,363,top_6,0.027592770521193206
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-10-21,2020-07-24,2021-12-21,363,flag_nested,0.01272272446405319
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-11-10,2020-08-13,2022-01-11,364,market_1,0.003162903369275716
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-11-10,2020-08-13,2022-01-11,364,block_2_3,0.017234361709937418
