component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,mean_residual_cosine,median_residual_cosine,q25_residual_cosine,q75_residual_cosine,mean_erse_outgoing_cosine,median_erse_outgoing_cosine,q25_erse_outgoing_cosine,q75_erse_outgoing_cosine,mean_outgoing_erse_attributed_fraction,median_outgoing_erse_attributed_fraction,q25_outgoing_erse_attributed_fraction,q75_outgoing_erse_attributed_fraction,mean_outgoing_residual_energy_fraction,median_outgoing_residual_energy_fraction,q25_outgoing_residual_energy_fraction,q75_outgoing_residual_energy_fraction,mean_incoming_speed,median_incoming_speed,q25_incoming_speed,q75_incoming_speed,mean_outgoing_speed,median_outgoing_speed,q25_outgoing_speed,q75_outgoing_speed,positive_fraction,all_positive_window_fraction,mean_positive_correlation_fraction,replicate
block_2_3,450,0.01423427070835615,0.01834954383791429,-0.1412707594173766,0.16520853626506,0.01435222897167273,0.018080685020761086,-0.14159413415606123,0.16525057835694654,-0.0007567223520707441,-0.0004198164857048333,-0.026278407849399117,0.027516335999315404,0.001453361082700499,0.0004725225445508796,2.599185463092457e-05,0.0019050574875429105,0.9985466389172994,0.9995274774554491,0.9980949425124571,0.9999740081453691,0.39313349619915955,0.3547352016856682,0.3074806424528531,0.44225352803802753,0.39247337546816424,0.3535924186372507,0.3071498094908799,0.4415348225403656,0.5266666666666666,0.008888888888888889,0.996069419977817,5
block_4_6,450,0.009508859747091616,0.009154796612984122,-0.146973932670249,0.17430733454763353,0.010128111986464588,0.011049800325013251,-0.14700156122718855,0.17468435152089487,-0.002282648835416477,-0.001539789509744712,-0.013631509996488968,0.007865962534743871,0.0005309019597274587,0.00011788839757620462,1.941185414239266e-05,0.0003118247952850761,0.9994690980402725,0.9998821116024238,0.9996881752047149,0.9999805881458577,0.958029441188704,0.8703032466043621,0.7569907766542399,1.1307178513172687,0.9577554728235078,0.870177775432222,0.7568359638910707,1.1307178513172684,0.5133333333333333,0.008888888888888889,0.996069419977817,5
top_3,450,0.01324391469978446,0.019453964963293942,-0.13854427804248437,0.16307273150779486,0.01358000012579778,0.019534098651407622,-0.13834435405238762,0.16433349783249177,-0.017642259983668515,-0.015837005599332363,-0.02806697719738968,-0.005901741843547683,0.0005927744650955866,0.0002785489954743037,6.063998669922355e-05,0.000787756206205914,0.9994072255349044,0.9997214510045257,0.999212243793794,0.9999393600133007,0.39705037557074596,0.3582082835129743,0.3121434253505654,0.44587811359956375,0.3963801306739188,0.3572587295231407,0.31207225508146064,0.44570715110156617,0.5266666666666666,0.008888888888888889,0.996069419977817,5
top_6,450,0.01291136522971741,0.0075066810415110406,-0.13007967098196763,0.15751721044575379,0.0136406614624759,0.009786980800095456,-0.13005088637448503,0.15911242739676412,-0.00774979809629979,-0.0062552212959092295,-0.012026079047449158,-0.0021281522508182433,0.0003177262445502338,4.349523986751924e-05,9.77399494525577e-06,0.00014631373553639082,0.9996822737554498,0.9999565047601324,0.9998536862644636,0.9999902260050547,0.9625469549239813,0.8789406549670928,0.7662547172262089,1.1213095570466158,0.9627933682511643,0.8789406549670926,0.7662547172262089,1.1213095570466158,0.52,0.008888888888888889,0.996069419977817,5
flag_nested,450,0.010022116822019339,0.012191473809712448,-0.11192909825951519,0.13185138766646604,0.010630370158381886,0.01374770703346755,-0.11198159187491186,0.1320128192938755,-0.018295663968193925,-0.015854592051634316,-0.02897258421550744,-0.006538796517589721,0.0007198663917084387,0.0002954765730430742,7.85095766753785e-05,0.0008414909023249373,0.9992801336082915,0.9997045234269569,0.9991585090976751,0.9999214904233247,0.4659277520321984,0.44032052571980984,0.38303583432637245,0.5307729244689003,0.46578987554910345,0.44032052571980995,0.3828108396730383,0.5307729244689,0.5133333333333333,0.008888888888888889,0.996069419977817,5
market_1,450,0.021851408772463787,0.02467978126612331,-0.06802684474834537,0.11749478242033319,0.03312892185925406,0.03536320415486656,-0.06140109023594236,0.1317093269196592,-0.10736556151550991,-0.10812075710919555,-0.1698809707950555,-0.04051903884423473,0.02066051647600052,0.011969745904514384,0.0032212171379463195,0.0290268236533468,0.9793394835239996,0.9880302540954856,0.9709731763466531,0.9967787828620537,0.061662760256332626,0.061306944016580066,0.055318888488087234,0.06683017559731692,0.06166323113988262,0.061306944016580094,0.0552763507866432,0.06683283689961222,0.5711111111111111,0.0022222222222222222,0.9956847393488614,6
block_2_3,450,0.022225754480287924,0.037841768077767984,-0.1314344712600022,0.1806707336657287,0.022242960785709972,0.03890510099833369,-0.13218845357050513,0.18028795371966266,-0.003622775714591103,-0.0049668567427163185,-0.025899976560629513,0.020717429425546975,0.001124846011246545,0.00037266712384514955,3.3240064744394227e-05,0.00131515626922743,0.9988751539887535,0.9996273328761549,0.9986848437307726,0.9999667599352556,0.4192262557470394,0.36019740170310366,0.3123449829158776,0.44429977545445193,0.41757104813950996,0.3598708567238813,0.31181610923063163,0.4436944028591666,0.5555555555555556,0.0022222222222222222,0.9956847393488614,6
block_4_6,450,0.02170500510133075,0.037482470666467864,-0.12184793608142895,0.1821532429443472,0.023067422196785068,0.037134473275149446,-0.11603384459334025,0.18152100401570165,-0.0028882981814843493,7.208318084435051e-06,-0.012342596335094847,0.010627650371721722,0.0023747762781958187,0.00013316275044922277,2.141423840601453e-05,0.0004166052407134635,0.9976252237218041,0.9998668372495507,0.9995833947592865,0.9999785857615939,0.9518770582793022,0.8748833028754115,0.7232017616444986,1.136438971224737,0.9554557654184289,0.8785081167383553,0.723201761644498,1.1404969097947624,0.5555555555555556,0.0022222222222222222,0.9956847393488614,6
top_3,450,0.021707973868297672,0.03804727249746947,-0.12637293211583267,0.17619972571640952,0.022014297370743754,0.038606806526777504,-0.1260316982060034,0.17685260613067016,-0.017444458490612654,-0.01594007593985583,-0.026181661601909826,-0.0071324578341389975,0.0005947117582977819,0.00026800328109199967,7.299906699362313e-05,0.0007102561226721149,0.9994052882417022,0.999731996718908,0.9992897438773278,0.9999270009330063,0.4231663553575562,0.36401875042998144,0.31845721769327207,0.4469103068333272,0.4215337658397681,0.3633629171160584,0.3174646168433765,0.4462025334757232,0.5555555555555556,0.0022222222222222222,0.9956847393488614,6
top_6,450,0.024023808695219598,0.04003738081304838,-0.11413857821279319,0.16380496141949338,0.025191411495449123,0.040653451062355954,-0.1119807206526052,0.16289256191758472,-0.00939900987145754,-0.007221954560970098,-0.01142010019797062,-0.002838640509575307,0.002088160096840531,5.445382950691746e-05,1.4240238664642302e-05,0.00013353183431133453,0.9979118399031595,0.9999455461704931,0.9998664681656887,0.9999857597613353,0.9404420892591331,0.8562859863942853,0.737840121259095,1.0906692897690324,0.9444697140435747,0.8612803155869051,0.7392033336051882,1.0973124744348532,0.5666666666666667,0.0022222222222222222,0.9956847393488614,6
