,raw,raw,raw,standardised,standardised,standardised,T,N,null_mode1,null_mode2,null_mode3
,mode1,mode2,mode3,mode1,mode2,mode3,,,,,
605,21.371573988554854,0.708313742966885,0.3428487504002856,10.288182896359856,0.31709210895497764,0.13762851909863738,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
610,21.95731567370169,0.7125759157866395,0.3493823316089491,10.54769177328079,0.31796709996313444,0.13491213453609607,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
615,22.554480402465224,0.7142664394645218,0.3559743967401489,10.875677459621262,0.32521878773125346,0.13513870275903545,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
620,23.21845903741925,0.7187580281861806,0.36341986279447924,11.230294525674275,0.33074829625406427,0.13532242829643545,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
625,23.880743350075534,0.7222134148328891,0.36863095200621165,11.631603313119498,0.33832160891548024,0.13605616506669346,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
630,24.378704373390207,0.7229952400169715,0.36960637824102843,11.981677729417404,0.34667446936847107,0.14265467399447498,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
635,24.746506437099374,0.725515810516604,0.3717063526773252,12.25035728864261,0.35489626926553264,0.14789221245998513,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
640,24.956700402950613,0.7256675691720497,0.3763100691485204,12.406432199892734,0.36066199158346324,0.1542903095972933,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
645,24.91311995063086,0.7176892144251809,0.38023642293695337,12.459731181107522,0.36612956605615593,0.15552402789627423,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
650,24.723250344627086,0.7070761082397361,0.3771573407144621,12.413022134219958,0.3682836019369649,0.1577354910334521,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
655,24.327562273563537,0.6926684438414396,0.3773334124362876,12.303862626706497,0.3685329353701032,0.15456943528566464,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
660,23.886023913107707,0.6943797651571975,0.37766946271387714,12.107725141013004,0.3642882951202242,0.15241511129224106,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
665,23.467545077855256,0.6854879110644226,0.37348054658905055,11.923430146985654,0.3653160705528277,0.14975883967393983,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
670,22.995964254658336,0.6728876985041318,0.36984255428917034,11.684821408176358,0.3685117040422715,0.15165826056556614,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
675,22.580497008784118,0.6597371716169415,0.3683074463243515,11.35603429198299,0.36332114760991957,0.15017476753095446,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
680,22.338411563498916,0.6534900859994304,0.3658225239775905,11.070327081181533,0.34876571174686277,0.14768667538771665,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
685,22.147409967682087,0.641561686792481,0.3578951733797609,10.865473494908466,0.342074626923182,0.14179827460657796,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
690,21.959815246715937,0.6468180329178006,0.3564980376765471,10.638576204307112,0.3471719621086708,0.13602368819968932,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
695,21.99022085062701,0.6444507108170566,0.3610190098846355,10.513738525749327,0.34676914931241715,0.13267617381819038,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
700,22.031673193926004,0.6432263909954822,0.36125036799585614,10.389040418667111,0.3394750962940335,0.12841225596942066,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
705,21.831406218077024,0.6461046816836042,0.35660949273299614,10.180115601763534,0.33711650968893636,0.1304588936978766,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
710,21.673991841956536,0.6539780631885522,0.35367759010063404,9.910730604284591,0.3322122311843638,0.1263118458384612,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
715,21.390746510196326,0.6593745531930268,0.34783385595347593,9.546107463255247,0.3268302378025082,0.12685798080114247,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
720,21.129834025306415,0.6610965321255365,0.34058092035895643,9.22504798391122,0.3144011940912402,0.12939134852955073,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
725,20.906937954205226,0.6730448987886932,0.338279290746329,8.934580850901618,0.31156152449123564,0.12833192308078634,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
730,20.890553320372863,0.6815361564121943,0.34039103253435427,8.769262399286765,0.30520908873891284,0.12346564337340525,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
735,20.95661821898481,0.6950035387465298,0.3392162467114758,8.769245521898403,0.3008725655890468,0.12049976165784486,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
740,21.14004349355509,0.7146463480784608,0.3402659049670364,8.890328836206614,0.30563991771026144,0.12007070869729018,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
745,21.212421834474764,0.7223166210650359,0.34407370582795155,9.025862412250719,0.30676647422440007,0.12205004538364689,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
750,21.338890790307303,0.717384988024125,0.3434830727822685,9.212607484083323,0.31316468010029663,0.12438165305280585,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
755,21.522918136579342,0.7162804192302273,0.34245230534859533,9.386170864965571,0.31908650612498124,0.1254096918467637,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
760,21.54735030833619,0.6956223660804081,0.34067593944535535,9.484353762575077,0.3199756590776055,0.1305177411651727,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
765,21.55704600049658,0.6691710190521578,0.33827512980939056,9.543958301402709,0.3184041034372936,0.12776652965040147,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
770,21.698875508812893,0.6532418672990092,0.3365783653471713,9.668367245134299,0.32746568871879317,0.12607532884185657,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
775,21.89365389317511,0.6382758818027383,0.33530612203597143,9.773415251722197,0.3375756247197459,0.12678783128494456,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
780,22.109414339636256,0.6275197325612613,0.3392549997612733,9.90034939437719,0.34436276882970546,0.13084721426711673,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
785,22.446787252203475,0.6247907201263903,0.34839412094526967,10.00474398050227,0.33619340041176493,0.13532332433127886,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
790,22.80387501863872,0.6380758641323165,0.3501402460979072,10.183869769199458,0.3260617452100648,0.13985023903940647,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
795,22.99338062530736,0.6509407997854396,0.35539875662789167,10.280346175338792,0.3122007427568901,0.14349518890668844,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
800,23.09581609716152,0.6581474790836161,0.3568720540745903,10.306875877742055,0.3066090018641256,0.1432727742073215,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
805,23.14435133044434,0.6660104789863955,0.3600387213456716,10.258433669870316,0.2999680005662996,0.1383088368903337,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
810,22.96140468053537,0.6572989132792579,0.35898061526682884,10.16614942064561,0.3026544810366593,0.13491209028473977,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
