component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,replicate,mean_relative_gap_1,mean_relative_gap_3,mean_relative_gap_6
block_4_6,462,-0.009173009654361863,-0.009189675696832466,-0.18592047191891486,0.1821100259299203,0.48917748917748916,1.045707362136704,1.0448612004309494,5,0.1782352072601983,0.12745413905139277,0.06664426816543449
top_3,462,0.0032143288821449203,0.02097504831064442,-0.20291246953653327,0.2050376438265237,0.5216450216450217,0.5517736615762334,0.5516587535694767,5,0.1782352072601983,0.12745413905139277,0.06664426816543449
top_6,462,-0.004353468614554536,0.013112874862789826,-0.16510376109273645,0.1905801778657984,0.5216450216450217,0.9764520929399433,0.9756765004831132,5,0.1782352072601983,0.12745413905139277,0.06664426816543449
flag_nested,462,0.008820076283608796,0.014744555306809605,-0.1382243928536783,0.1705686453226079,0.5281385281385281,0.6253163415932734,0.6246865174702838,5,0.1782352072601983,0.12745413905139277,0.06664426816543449
market_1,462,0.0340911825309106,0.04976837239135654,-0.28224460443045274,0.3636854802870679,0.5367965367965368,0.30784969120868383,0.3082656964735715,6,0.18307485421548636,0.13285701845301365,0.0663102377594418
block_2_3,462,0.016993664999617686,0.025824981157932574,-0.21480788893195515,0.24891209327189145,0.5173160173160173,0.5848655839905669,0.5858350259847405,6,0.18307485421548636,0.13285701845301365,0.0663102377594418
block_4_6,462,0.024967875630680175,0.04625459500600946,-0.17354305025057737,0.20765445512620315,0.5454545454545454,1.0412934533358444,1.0401197664407633,6,0.18307485421548636,0.13285701845301365,0.0663102377594418
top_3,462,0.01995429015159567,0.02365863549046821,-0.1703373597255248,0.21694006800985532,0.538961038961039,0.5378139789029613,0.538782788467177,6,0.18307485421548636,0.13285701845301365,0.0663102377594418
top_6,462,0.028116961728802074,0.04395756643649211,-0.15921317255323558,0.20942425453867358,0.5627705627705628,0.9760957339295351,0.9741466238112714,6,0.18307485421548636,0.13285701845301365,0.0663102377594418
flag_nested,462,0.020369299950601518,0.02154841550698161,-0.14278645441126137,0.187291852040858,0.5476190476190477,0.6202233716827218,0.6201241044809048,6,0.18307485421548636,0.13285701845301365,0.0663102377594418
market_1,462,0.05403038431114583,0.09555398330776879,-0.2912682492172064,0.4039448162709029,0.5800865800865801,0.3458956818303143,0.34819169462518224,7,0.17057536831379488,0.13251405553404158,0.07105652091098037
block_2_3,462,-0.0044078517855150505,0.01495949824072059,-0.23232432255493501,0.2439925832697325,0.5108225108225108,0.6027712794922043,0.6077930784999386,7,0.17057536831379488,0.13251405553404158,0.07105652091098037
block_4_6,462,0.02597478566519342,0.041976122258834736,-0.1680553829995557,0.23146138010209485,0.5606060606060606,0.994647275304884,0.9980080758805091,7,0.17057536831379488,0.13251405553404158,0.07105652091098037
top_3,462,0.0033220852054869875,0.017436982067341844,-0.1700717159599305,0.19607403668417894,0.5216450216450217,0.5322490046594337,0.5365451877642402,7,0.17057536831379488,0.13251405553404158,0.07105652091098037
top_6,462,0.03054119287805984,0.03992645292570404,-0.16572775915676907,0.21470446632398915,0.5497835497835498,0.9329428741657853,0.9324028721378566,7,0.17057536831379488,0.13251405553404158,0.07105652091098037
flag_nested,462,0.017270357507225158,0.023243273173826545,-0.1557566327931471,0.2072374579227901,0.5454545454545454,0.6320218645724849,0.6351193357931576,7,0.17057536831379488,0.13251405553404158,0.07105652091098037
market_1,462,-0.02400821402734796,-0.023890003229583068,-0.40640412679989696,0.33447681855844213,0.4805194805194805,0.35008752759706224,0.35038171286494824,8,0.16533803568194788,0.13922357007304154,0.06609015211682553
block_2_3,462,-0.02972669212399869,-0.016685638438322298,-0.271596540446841,0.21413642583724024,0.47186147186147187,0.5871190656410967,0.5868453351248399,8,0.16533803568194788,0.13922357007304154,0.06609015211682553
block_4_6,462,-0.01414102918223112,-0.015626561240572826,-0.20230128277874032,0.15749486081490477,0.48268398268398266,1.0030018013391122,1.0024113956067164,8,0.16533803568194788,0.13922357007304154,0.06609015211682553
top_3,462,-0.01908958383540707,-0.009578065252636374,-0.21849838241831715,0.17997654182758777,0.48917748917748916,0.5113832476519033,0.5110699774544228,8,0.16533803568194788,0.13922357007304154,0.06609015211682553
top_6,462,0.0005670131908851927,-0.001138018725048715,-0.18048318834096333,0.1852155775796657,0.5,0.9553694645873134,0.9549091757648616,8,0.16533803568194788,0.13922357007304154,0.06609015211682553
flag_nested,462,-0.01940329533693334,-0.017141954282543462,-0.1987933154648228,0.15112229627693802,0.4696969696969697,0.6354071583236688,0.6352808654612363,8,0.16533803568194788,0.13922357007304154,0.06609015211682553
market_1,462,-0.010325654136459332,-0.0024316262660339775,-0.36866352529527563,0.32744323051246776,0.5,0.3444233701851679,0.34437594192534104,9,0.1635008052265188,0.13500418361441827,0.06799620240468637
block_2_3,462,0.020590625550795046,0.02277610832783659,-0.24683025988068874,0.2900409148469393,0.5346320346320347,0.6297381247944556,0.6289950586126506,9,0.1635008052265188,0.13500418361441827,0.06799620240468637
block_4_6,462,0.0019864285107003806,-0.00823286561537116,-0.18938999863854503,0.2042598034078785,0.49134199134199136,1.0445197074567485,1.0423263314782578,9,0.1635008052265188,0.13500418361441827,0.06799620240468637
top_3,462,0.030481227237165124,0.049859676616122374,-0.15686973784161373,0.22856229268411846,0.5476190476190477,0.5656685411175052,0.564704840336856,9,0.1635008052265188,0.13500418361441827,0.06799620240468637
top_6,462,0.014573308801946272,0.012939857785977707,-0.1606755490378513,0.19928066550592405,0.5064935064935064,0.9588077665972025,0.956958144123594,9,0.1635008052265188,0.13500418361441827,0.06799620240468637
flag_nested,462,0.002899950881968602,0.020276029079512974,-0.17550856540081616,0.17121026681198664,0.525974025974026,0.649591221150812,0.6487033104785543,9,0.1635008052265188,0.13500418361441827,0.06799620240468637
market_1,462,-0.0337474482318526,-0.04036566107850217,-0.4065345282492931,0.35591332326650876,0.47619047619047616,0.34435009192164123,0.3453347390220258,10,0.16071292145655175,0.13363968894400932,0.06901094206708333
block_2_3,462,-0.036836981007924575,-0.02500961316844348,-0.28855642062382036,0.20340970951749812,0.47186147186147187,0.6153568223575864,0.614477455359645,10,0.16071292145655175,0.13363968894400932,0.06901094206708333
block_4_6,462,0.016509894188782605,0.029834058642006733,-0.17120215178057846,0.21429319623464343,0.5324675324675324,1.0330429119351554,1.0327034586044912,10,0.16071292145655175,0.13363968894400932,0.06901094206708333
top_3,462,-0.020438789175794763,-0.034147059605334415,-0.19407194980168616,0.1691710887179756,0.45670995670995673,0.543883392925429,0.5427167713701432,10,0.16071292145655175,0.13363968894400932,0.06901094206708333
top_6,462,0.029965895348948158,0.03466659949322751,-0.15261558658769778,0.22110526009715914,0.5454545454545454,0.9636611639326124,0.9640151210834456,10,0.16071292145655175,0.13363968894400932,0.06901094206708333
